,filename,path,width,height,class,xmin,ymin,xmax,ymax
87,142.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/142.jpg,800,600,isolator,245,195,597,422
88,142.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/142.jpg,800,600,isolator,641,279,800,434
89,150.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/150.jpg,770,450,isolator,263,81,473,126
90,150.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/150.jpg,770,450,isolator,67,186,150,327
91,150.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/150.jpg,770,450,isolator,265,317,355,433
92,150.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/150.jpg,770,450,isolator,417,263,600,297
93,151.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/151.jpg,450,320,isolator,1,56,78,101
94,151.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/151.jpg,450,320,isolator,20,250,107,295
95,151.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/151.jpg,450,320,isolator,122,87,234,115
96,151.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/151.jpg,450,320,isolator,253,112,348,169
97,108.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/108.jpg,271,194,isolator,173,32,230,82
98,108.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/108.jpg,271,194,isolator,15,89,70,137
99,17.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/17.jpg,800,586,isolator,282,144,522,458
100,105.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/105.jpg,450,321,isolator,297,45,342,99
101,105.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/105.jpg,450,321,isolator,307,114,351,171
102,105.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/105.jpg,450,321,isolator,314,131,368,173
103,105.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/105.jpg,450,321,isolator,324,204,385,251
104,56.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/56.jpg,329,160,isolator,9,4,292,149
105,38.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/38.jpg,450,358,isolator,112,93,320,294
106,38.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/38.jpg,450,358,isolator,219,72,385,229
107,121.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/121.jpg,450,320,isolator,92,5,123,48
108,121.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/121.jpg,450,320,isolator,112,28,157,70
109,121.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/121.jpg,450,320,isolator,82,88,116,130
110,121.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/121.jpg,450,320,isolator,97,128,145,169
111,121.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/121.jpg,450,320,isolator,65,186,102,228
112,121.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/121.jpg,450,320,isolator,287,34,328,70
113,121.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/121.jpg,450,320,isolator,253,84,284,121
114,121.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/121.jpg,450,320,isolator,296,119,341,152
115,121.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/121.jpg,450,320,isolator,256,167,292,203
116,121.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/121.jpg,450,320,isolator,307,217,356,251
117,121.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/121.jpg,450,320,isolator,265,262,302,296
118,137.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/137.jpg,360,240,isolator,112,62,207,107
119,137.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/137.jpg,360,240,isolator,226,107,296,181
120,137.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/137.jpg,360,240,isolator,1,176,61,240
121,148.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/148.jpg,800,450,isolator,58,141,167,274
122,148.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/148.jpg,800,450,isolator,212,17,358,103
123,148.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/148.jpg,800,450,isolator,495,171,633,230
124,148.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/148.jpg,800,450,isolator,337,257,440,374
125,148.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/148.jpg,800,450,isolator,743,307,800,345
126,148.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/148.jpg,800,450,isolator,576,351,681,449
127,159.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/159.jpg,800,533,isolator,358,155,465,481
128,114.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/114.jpg,800,450,isolator,226,168,358,348
129,119.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/119.jpg,347,540,isolator,210,1,304,53
130,119.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/119.jpg,347,540,isolator,44,335,97,453
131,119.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/119.jpg,347,540,isolator,196,375,319,458
132,119.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/119.jpg,347,540,isolator,116,114,223,189
133,119.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/119.jpg,347,540,isolator,164,109,188,178
134,119.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/119.jpg,347,540,isolator,147,177,191,281
135,136.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/136.jpg,240,195,isolator,107,32,240,175
136,97.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/97.jpg,134,178,isolator,50,14,59,25
137,97.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/97.jpg,134,178,isolator,52,18,100,70
138,97.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/97.jpg,134,178,isolator,54,99,113,161
139,87.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/87.jpg,373,600,isolator,91,191,171,246
140,87.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/87.jpg,373,600,isolator,238,262,310,316
141,87.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/87.jpg,373,600,isolator,84,300,168,359
142,87.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/87.jpg,373,600,isolator,239,382,322,447
143,87.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/87.jpg,373,600,isolator,67,441,167,504
144,87.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/87.jpg,373,600,isolator,245,524,303,561
145,24.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/24.jpg,800,489,isolator,324,79,800,376
146,47.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/47.jpg,450,300,isolator,1,1,450,299
147,31.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/31.jpg,800,413,isolator,74,13,637,400
148,2.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/2.jpg,450,319,isolator,1,31,360,218
149,75.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/75.jpg,800,302,isolator,64,20,614,234
150,22.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/22.jpg,450,320,isolator,109,142,334,211
151,128.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/128.jpg,800,600,isolator,264,30,424,196
152,128.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/128.jpg,800,600,isolator,477,319,611,470
153,128.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/128.jpg,800,600,isolator,1,366,81,514
154,106.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/106.jpg,450,320,isolator,315,68,404,116
155,106.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/106.jpg,450,320,isolator,222,103,304,154
156,106.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/106.jpg,450,320,isolator,140,145,219,189
157,106.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/106.jpg,450,320,isolator,67,186,141,221
158,106.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/106.jpg,450,320,isolator,421,23,450,58
159,106.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/106.jpg,450,320,isolator,434,222,450,290
160,106.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/106.jpg,450,320,isolator,414,268,438,300
161,106.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/106.jpg,450,320,isolator,333,255,360,293
162,106.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/106.jpg,450,320,isolator,245,279,271,299
163,106.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/106.jpg,450,320,isolator,297,242,341,278
164,106.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/106.jpg,450,320,isolator,372,215,423,252
165,11.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/11.jpg,800,588,isolator,125,177,375,470
166,11.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/11.jpg,800,588,isolator,424,185,661,275
167,11.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/11.jpg,800,588,isolator,1,249,112,409
168,167.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/167.jpg,800,561,isolator,386,104,415,384
169,115.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/115.jpg,270,194,isolator,129,40,154,64
170,115.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/115.jpg,270,194,isolator,158,118,183,140
171,115.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/115.jpg,270,194,isolator,104,92,129,117
172,162.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/162.jpg,450,300,isolator,218,57,315,100
173,162.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/162.jpg,450,300,isolator,316,103,400,158
174,162.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/162.jpg,450,300,isolator,58,84,154,125
175,162.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/162.jpg,450,300,isolator,164,129,249,179
176,162.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/162.jpg,450,300,isolator,21,149,109,199
177,45.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/45.jpg,450,320,isolator,218,82,287,125
178,45.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/45.jpg,450,320,isolator,325,118,336,172
179,45.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/45.jpg,450,320,isolator,354,152,365,212
180,45.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/45.jpg,450,320,isolator,32,166,105,202
181,45.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/45.jpg,450,320,isolator,148,242,189,288
182,45.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/45.jpg,450,320,isolator,315,196,388,236
183,45.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/45.jpg,450,320,isolator,322,182,357,231
184,157.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/157.jpg,450,320,isolator,20,73,161,157
185,157.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/157.jpg,450,320,isolator,5,179,91,240
186,157.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/157.jpg,450,320,isolator,244,229,372,276
187,157.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/157.jpg,450,320,isolator,230,151,294,168
188,157.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/157.jpg,450,320,isolator,322,158,373,174
189,157.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/157.jpg,450,320,isolator,409,79,450,120
190,157.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/157.jpg,450,320,isolator,173,62,261,106
191,92.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/92.jpg,800,594,isolator,327,145,486,258
192,92.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/92.jpg,800,594,isolator,502,323,633,430
193,118.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/118.jpg,620,465,isolator,143,106,175,138
194,118.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/118.jpg,620,465,isolator,327,176,362,204
195,118.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/118.jpg,620,465,isolator,302,222,321,252
196,118.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/118.jpg,620,465,isolator,322,270,362,299
197,118.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/118.jpg,620,465,isolator,295,315,316,346
198,118.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/118.jpg,620,465,isolator,329,396,374,424
199,118.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/118.jpg,620,465,isolator,298,437,323,465
200,118.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/118.jpg,620,465,isolator,23,355,40,404
201,118.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/118.jpg,620,465,isolator,39,368,60,401
202,118.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/118.jpg,620,465,isolator,48,313,87,344
203,118.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/118.jpg,620,465,isolator,87,240,100,280
204,118.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/118.jpg,620,465,isolator,96,254,114,289
205,118.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/118.jpg,620,465,isolator,107,197,142,228
206,118.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/118.jpg,620,465,isolator,124,148,135,180
207,118.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/118.jpg,620,465,isolator,129,163,145,198
208,23.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/23.jpg,800,325,isolator,468,83,699,174
209,23.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/23.jpg,800,325,isolator,199,209,358,325
210,23.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/23.jpg,800,325,isolator,373,187,405,325
211,109.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/109.jpg,450,600,isolator,77,32,234,172
212,109.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/109.jpg,450,600,isolator,193,234,370,389
213,109.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/109.jpg,450,600,isolator,53,400,260,583
214,135.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/135.jpg,800,557,isolator,1,92,800,494
215,117.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/117.jpg,400,600,isolator,294,148,321,181
216,117.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/117.jpg,400,600,isolator,381,200,400,230
217,117.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/117.jpg,400,600,isolator,281,256,306,285
218,117.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/117.jpg,400,600,isolator,198,211,224,243
219,117.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/117.jpg,400,600,isolator,104,251,127,282
220,117.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/117.jpg,400,600,isolator,189,294,215,323
221,89.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/89.jpg,757,600,isolator,171,157,258,211
222,89.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/89.jpg,757,600,isolator,412,45,502,103
223,89.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/89.jpg,757,600,isolator,513,143,560,214
224,89.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/89.jpg,757,600,isolator,531,258,596,309
225,89.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/89.jpg,757,600,isolator,607,351,660,397
226,89.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/89.jpg,757,600,isolator,356,490,406,532
227,89.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/89.jpg,757,600,isolator,248,376,310,422
228,89.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/89.jpg,757,600,isolator,294,271,341,337
229,89.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/89.jpg,757,600,isolator,96,386,145,450
230,89.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/89.jpg,757,600,isolator,1,482,44,529
231,89.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/89.jpg,757,600,isolator,1,274,31,312
232,66.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/66.jpg,250,250,isolator,80,26,163,237
233,140.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/140.jpg,500,395,isolator,239,74,285,364
234,82.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/82.jpg,800,450,isolator,190,150,589,292
235,99.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/99.jpg,800,588,isolator,162,152,641,401
236,32.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/32.jpg,640,480,isolator,76,49,539,453
237,80.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/80.jpg,450,320,isolator,273,57,450,158
238,146.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/146.jpg,610,600,isolator,11,86,127,488
239,166.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/166.jpg,310,102,isolator,1,6,293,102
240,59.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/59.jpg,640,449,isolator,395,1,462,64
241,59.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/59.jpg,640,449,isolator,522,133,588,196
242,59.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/59.jpg,640,449,isolator,391,307,453,369
243,59.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/59.jpg,640,449,isolator,217,138,284,203
244,59.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/59.jpg,640,449,isolator,57,275,120,338
245,59.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/59.jpg,640,449,isolator,188,395,248,428
246,93.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/93.jpg,471,284,isolator,149,9,183,35
247,93.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/93.jpg,471,284,isolator,184,11,238,46
248,93.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/93.jpg,471,284,isolator,74,131,97,143
