,filename,path,width,height,class,xmin,ymin,xmax,ymax
34,86.jpg,/home/bartek/Workspace/isolators/data/main/images/86.jpg,347,540,isolator,159,346,175,385
35,86.jpg,/home/bartek/Workspace/isolators/data/main/images/86.jpg,347,540,isolator,235,276,256,314
36,86.jpg,/home/bartek/Workspace/isolators/data/main/images/86.jpg,347,540,isolator,263,271,321,322
37,86.jpg,/home/bartek/Workspace/isolators/data/main/images/86.jpg,347,540,isolator,181,347,236,390
38,86.jpg,/home/bartek/Workspace/isolators/data/main/images/86.jpg,347,540,isolator,109,412,162,452
39,63.jpg,/home/bartek/Workspace/isolators/data/main/images/63.jpg,373,600,isolator,84,127,230,429
40,110.jpg,/home/bartek/Workspace/isolators/data/main/images/110.jpg,450,321,isolator,35,171,210,206
41,91.jpg,/home/bartek/Workspace/isolators/data/main/images/91.jpg,800,587,isolator,150,150,486,307
42,91.jpg,/home/bartek/Workspace/isolators/data/main/images/91.jpg,800,587,isolator,235,119,775,464
43,65.jpg,/home/bartek/Workspace/isolators/data/main/images/65.jpg,450,320,isolator,182,86,300,136
44,65.jpg,/home/bartek/Workspace/isolators/data/main/images/65.jpg,450,320,isolator,328,154,431,209
45,65.jpg,/home/bartek/Workspace/isolators/data/main/images/65.jpg,450,320,isolator,442,157,450,169
46,65.jpg,/home/bartek/Workspace/isolators/data/main/images/65.jpg,450,320,isolator,444,252,450,267
47,132.jpg,/home/bartek/Workspace/isolators/data/main/images/132.jpg,800,587,isolator,291,16,457,158
48,132.jpg,/home/bartek/Workspace/isolators/data/main/images/132.jpg,800,587,isolator,380,245,535,380
49,132.jpg,/home/bartek/Workspace/isolators/data/main/images/132.jpg,800,587,isolator,597,379,749,531
50,132.jpg,/home/bartek/Workspace/isolators/data/main/images/132.jpg,800,587,isolator,478,463,619,533
51,132.jpg,/home/bartek/Workspace/isolators/data/main/images/132.jpg,800,587,isolator,172,503,272,531
52,126.jpg,/home/bartek/Workspace/isolators/data/main/images/126.jpg,640,447,isolator,191,215,252,291
53,126.jpg,/home/bartek/Workspace/isolators/data/main/images/126.jpg,640,447,isolator,238,80,280,120
54,126.jpg,/home/bartek/Workspace/isolators/data/main/images/126.jpg,640,447,isolator,254,1,284,18
55,159.jpg,/home/bartek/Workspace/isolators/data/main/images/159.jpg,800,533,isolator,358,155,465,481
56,159.jpg,/home/bartek/Workspace/isolators/data/main/images/159.jpg,800,533,gap,363,199,461,328
57,159.jpg,/home/bartek/Workspace/isolators/data/main/images/159.jpg,800,533,gap,360,367,457,436
58,26.jpg,/home/bartek/Workspace/isolators/data/main/images/26.jpg,640,447,isolator,190,23,427,406
59,136.jpg,/home/bartek/Workspace/isolators/data/main/images/136.jpg,240,195,isolator,107,32,240,175
60,136.jpg,/home/bartek/Workspace/isolators/data/main/images/136.jpg,240,195,gap,131,32,201,90
61,152.jpg,/home/bartek/Workspace/isolators/data/main/images/152.jpg,800,532,isolator,429,91,462,208
62,152.jpg,/home/bartek/Workspace/isolators/data/main/images/152.jpg,800,532,isolator,713,79,758,213
63,152.jpg,/home/bartek/Workspace/isolators/data/main/images/152.jpg,800,532,isolator,721,397,769,532
64,152.jpg,/home/bartek/Workspace/isolators/data/main/images/152.jpg,800,532,isolator,414,369,450,492
65,83.jpg,/home/bartek/Workspace/isolators/data/main/images/83.jpg,346,540,isolator,132,147,202,397
66,2.jpg,/home/bartek/Workspace/isolators/data/main/images/2.jpg,800,588,isolator,165,55,604,346
67,2.jpg,/home/bartek/Workspace/isolators/data/main/images/2.jpg,800,588,gap,166,56,315,189
68,6.jpg,/home/bartek/Workspace/isolators/data/main/images/6.jpg,450,300,isolator,40,66,111,130
69,6.jpg,/home/bartek/Workspace/isolators/data/main/images/6.jpg,450,300,isolator,196,131,266,193
70,6.jpg,/home/bartek/Workspace/isolators/data/main/images/6.jpg,450,300,isolator,341,191,411,251
71,133.jpg,/home/bartek/Workspace/isolators/data/main/images/133.jpg,330,500,isolator,135,41,220,361
72,30.jpg,/home/bartek/Workspace/isolators/data/main/images/30.jpg,450,300,isolator,32,54,140,176
73,30.jpg,/home/bartek/Workspace/isolators/data/main/images/30.jpg,450,300,isolator,162,53,264,89
74,30.jpg,/home/bartek/Workspace/isolators/data/main/images/30.jpg,450,300,isolator,291,182,380,216
75,30.jpg,/home/bartek/Workspace/isolators/data/main/images/30.jpg,450,300,isolator,118,238,227,276
76,30.jpg,/home/bartek/Workspace/isolators/data/main/images/30.jpg,450,300,isolator,1,85,24,125
77,16.jpg,/home/bartek/Workspace/isolators/data/main/images/16.jpg,347,540,isolator,174,129,291,174
78,16.jpg,/home/bartek/Workspace/isolators/data/main/images/16.jpg,347,540,isolator,95,272,198,306
79,16.jpg,/home/bartek/Workspace/isolators/data/main/images/16.jpg,347,540,isolator,43,388,135,414
80,135.jpg,/home/bartek/Workspace/isolators/data/main/images/135.jpg,800,557,isolator,1,93,800,494
81,135.jpg,/home/bartek/Workspace/isolators/data/main/images/135.jpg,800,557,gap,383,170,572,316
82,135.jpg,/home/bartek/Workspace/isolators/data/main/images/135.jpg,800,557,gap,103,242,285,387
83,62.jpg,/home/bartek/Workspace/isolators/data/main/images/62.jpg,250,164,isolator,1,77,170,160
84,62.jpg,/home/bartek/Workspace/isolators/data/main/images/62.jpg,250,164,isolator,211,118,250,140
85,82.jpg,/home/bartek/Workspace/isolators/data/main/images/82.jpg,800,450,isolator,190,150,589,292
86,82.jpg,/home/bartek/Workspace/isolators/data/main/images/82.jpg,800,450,gap,223,176,336,260
87,166.jpg,/home/bartek/Workspace/isolators/data/main/images/166.jpg,310,102,isolator,1,6,293,102
88,166.jpg,/home/bartek/Workspace/isolators/data/main/images/166.jpg,310,102,gap,111,17,167,58
89,1.jpg,/home/bartek/Workspace/isolators/data/main/images/1.jpg,800,533,isolator,166,55,604,345
90,1.jpg,/home/bartek/Workspace/isolators/data/main/images/1.jpg,800,533,gap,167,55,315,188
91,145.jpg,/home/bartek/Workspace/isolators/data/main/images/145.jpg,640,426,isolator,214,111,272,270
92,145.jpg,/home/bartek/Workspace/isolators/data/main/images/145.jpg,640,426,isolator,337,374,409,426
93,145.jpg,/home/bartek/Workspace/isolators/data/main/images/145.jpg,640,426,isolator,555,301,640,357
94,81.jpg,/home/bartek/Workspace/isolators/data/main/images/81.jpg,537,350,isolator,21,101,71,142
95,81.jpg,/home/bartek/Workspace/isolators/data/main/images/81.jpg,537,350,isolator,66,150,106,203
96,81.jpg,/home/bartek/Workspace/isolators/data/main/images/81.jpg,537,350,isolator,235,70,271,117
97,81.jpg,/home/bartek/Workspace/isolators/data/main/images/81.jpg,537,350,isolator,265,146,296,199
98,81.jpg,/home/bartek/Workspace/isolators/data/main/images/81.jpg,537,350,isolator,472,64,494,111
99,81.jpg,/home/bartek/Workspace/isolators/data/main/images/81.jpg,537,350,isolator,471,121,493,178
100,71.jpg,/home/bartek/Workspace/isolators/data/main/images/71.jpg,800,572,isolator,127,96,177,165
101,71.jpg,/home/bartek/Workspace/isolators/data/main/images/71.jpg,800,572,isolator,365,127,417,193
102,71.jpg,/home/bartek/Workspace/isolators/data/main/images/71.jpg,800,572,isolator,594,172,648,239
103,71.jpg,/home/bartek/Workspace/isolators/data/main/images/71.jpg,800,572,isolator,489,323,555,386
104,71.jpg,/home/bartek/Workspace/isolators/data/main/images/71.jpg,800,572,isolator,267,280,334,341
105,71.jpg,/home/bartek/Workspace/isolators/data/main/images/71.jpg,800,572,isolator,195,258,240,305
106,71.jpg,/home/bartek/Workspace/isolators/data/main/images/71.jpg,800,572,isolator,40,261,108,327
107,25.jpg,/home/bartek/Workspace/isolators/data/main/images/25.jpg,800,450,isolator,508,26,557,203
108,25.jpg,/home/bartek/Workspace/isolators/data/main/images/25.jpg,800,450,isolator,500,282,530,437
109,72.jpg,/home/bartek/Workspace/isolators/data/main/images/72.jpg,450,600,isolator,140,37,285,571
110,155.jpg,/home/bartek/Workspace/isolators/data/main/images/155.jpg,800,450,isolator,221,279,325,348
111,155.jpg,/home/bartek/Workspace/isolators/data/main/images/155.jpg,800,450,isolator,288,341,307,380
112,155.jpg,/home/bartek/Workspace/isolators/data/main/images/155.jpg,800,450,isolator,338,360,364,399
113,155.jpg,/home/bartek/Workspace/isolators/data/main/images/155.jpg,800,450,isolator,339,204,381,237
114,155.jpg,/home/bartek/Workspace/isolators/data/main/images/155.jpg,800,450,isolator,451,42,513,98
115,155.jpg,/home/bartek/Workspace/isolators/data/main/images/155.jpg,800,450,isolator,525,101,550,130
116,155.jpg,/home/bartek/Workspace/isolators/data/main/images/155.jpg,800,450,isolator,573,12,619,60
117,155.jpg,/home/bartek/Workspace/isolators/data/main/images/155.jpg,800,450,isolator,638,77,689,119
118,155.jpg,/home/bartek/Workspace/isolators/data/main/images/155.jpg,800,450,isolator,677,248,707,281
119,155.jpg,/home/bartek/Workspace/isolators/data/main/images/155.jpg,800,450,isolator,703,276,749,316
120,155.jpg,/home/bartek/Workspace/isolators/data/main/images/155.jpg,800,450,gap,457,44,483,71
121,8.jpg,/home/bartek/Workspace/isolators/data/main/images/8.jpg,800,585,isolator,194,205,490,283
122,8.jpg,/home/bartek/Workspace/isolators/data/main/images/8.jpg,800,585,isolator,643,119,800,228
123,147.jpg,/home/bartek/Workspace/isolators/data/main/images/147.jpg,460,272,isolator,33,1,358,237
124,147.jpg,/home/bartek/Workspace/isolators/data/main/images/147.jpg,460,272,gap,58,135,113,188
125,147.jpg,/home/bartek/Workspace/isolators/data/main/images/147.jpg,460,272,gap,109,86,162,138
126,147.jpg,/home/bartek/Workspace/isolators/data/main/images/147.jpg,460,272,gap,187,6,241,63
127,27.jpg,/home/bartek/Workspace/isolators/data/main/images/27.jpg,448,320,isolator,119,22,177,61
128,27.jpg,/home/bartek/Workspace/isolators/data/main/images/27.jpg,448,320,isolator,258,28,316,65
129,27.jpg,/home/bartek/Workspace/isolators/data/main/images/27.jpg,448,320,isolator,258,133,316,172
130,27.jpg,/home/bartek/Workspace/isolators/data/main/images/27.jpg,448,320,isolator,112,122,173,161
131,27.jpg,/home/bartek/Workspace/isolators/data/main/images/27.jpg,448,320,isolator,104,224,167,263
132,27.jpg,/home/bartek/Workspace/isolators/data/main/images/27.jpg,448,320,isolator,255,235,317,272
133,27.jpg,/home/bartek/Workspace/isolators/data/main/images/27.jpg,448,320,gap,256,236,299,273
134,98.jpg,/home/bartek/Workspace/isolators/data/main/images/98.jpg,537,350,isolator,179,1,331,334
135,98.jpg,/home/bartek/Workspace/isolators/data/main/images/98.jpg,537,350,gap,181,116,326,332
136,96.jpg,/home/bartek/Workspace/isolators/data/main/images/96.jpg,800,588,isolator,280,42,628,199
137,96.jpg,/home/bartek/Workspace/isolators/data/main/images/96.jpg,800,588,isolator,152,311,588,503
138,69.jpg,/home/bartek/Workspace/isolators/data/main/images/69.jpg,347,540,isolator,59,69,103,194
139,69.jpg,/home/bartek/Workspace/isolators/data/main/images/69.jpg,347,540,isolator,151,43,251,190
140,69.jpg,/home/bartek/Workspace/isolators/data/main/images/69.jpg,347,540,isolator,251,315,290,443
141,69.jpg,/home/bartek/Workspace/isolators/data/main/images/69.jpg,347,540,isolator,100,428,222,520
142,44.jpg,/home/bartek/Workspace/isolators/data/main/images/44.jpg,433,320,isolator,14,63,86,94
143,44.jpg,/home/bartek/Workspace/isolators/data/main/images/44.jpg,433,320,isolator,128,104,188,152
144,44.jpg,/home/bartek/Workspace/isolators/data/main/images/44.jpg,433,320,isolator,262,48,353,93
145,44.jpg,/home/bartek/Workspace/isolators/data/main/images/44.jpg,433,320,isolator,383,92,404,160
146,44.jpg,/home/bartek/Workspace/isolators/data/main/images/44.jpg,433,320,isolator,41,230,119,259
147,44.jpg,/home/bartek/Workspace/isolators/data/main/images/44.jpg,433,320,isolator,157,270,219,299
148,156.jpg,/home/bartek/Workspace/isolators/data/main/images/156.jpg,371,536,isolator,18,251,54,333
149,156.jpg,/home/bartek/Workspace/isolators/data/main/images/156.jpg,371,536,isolator,309,95,339,179
150,156.jpg,/home/bartek/Workspace/isolators/data/main/images/156.jpg,371,536,isolator,314,273,345,347
151,156.jpg,/home/bartek/Workspace/isolators/data/main/images/156.jpg,371,536,gap,23,261,52,292
152,43.jpg,/home/bartek/Workspace/isolators/data/main/images/43.jpg,450,363,isolator,93,100,127,132
153,43.jpg,/home/bartek/Workspace/isolators/data/main/images/43.jpg,450,363,isolator,154,91,192,126
154,43.jpg,/home/bartek/Workspace/isolators/data/main/images/43.jpg,450,363,isolator,227,87,264,122
155,43.jpg,/home/bartek/Workspace/isolators/data/main/images/43.jpg,450,363,isolator,254,198,288,227
156,43.jpg,/home/bartek/Workspace/isolators/data/main/images/43.jpg,450,363,isolator,184,200,219,227
157,9.jpg,/home/bartek/Workspace/isolators/data/main/images/9.jpg,800,588,isolator,1,117,183,328
158,9.jpg,/home/bartek/Workspace/isolators/data/main/images/9.jpg,800,588,isolator,286,34,644,506
159,70.jpg,/home/bartek/Workspace/isolators/data/main/images/70.jpg,800,587,isolator,69,98,114,149
160,70.jpg,/home/bartek/Workspace/isolators/data/main/images/70.jpg,800,587,isolator,403,177,459,231
161,70.jpg,/home/bartek/Workspace/isolators/data/main/images/70.jpg,800,587,isolator,696,255,755,304
162,70.jpg,/home/bartek/Workspace/isolators/data/main/images/70.jpg,800,587,isolator,604,340,655,383
163,70.jpg,/home/bartek/Workspace/isolators/data/main/images/70.jpg,800,587,isolator,327,273,376,321
164,70.jpg,/home/bartek/Workspace/isolators/data/main/images/70.jpg,800,587,isolator,19,201,58,253
165,7.jpg,/home/bartek/Workspace/isolators/data/main/images/7.jpg,323,242,isolator,151,83,189,105
166,7.jpg,/home/bartek/Workspace/isolators/data/main/images/7.jpg,323,242,isolator,222,110,256,131
167,7.jpg,/home/bartek/Workspace/isolators/data/main/images/7.jpg,323,242,isolator,134,140,167,161
168,7.jpg,/home/bartek/Workspace/isolators/data/main/images/7.jpg,323,242,isolator,203,109,214,140
169,7.jpg,/home/bartek/Workspace/isolators/data/main/images/7.jpg,323,242,isolator,67,121,101,140
170,7.jpg,/home/bartek/Workspace/isolators/data/main/images/7.jpg,323,242,isolator,48,185,66,200
171,7.jpg,/home/bartek/Workspace/isolators/data/main/images/7.jpg,323,242,isolator,300,7,323,36
172,4.jpg,/home/bartek/Workspace/isolators/data/main/images/4.jpg,249,160,isolator,44,27,146,69
173,4.jpg,/home/bartek/Workspace/isolators/data/main/images/4.jpg,249,160,isolator,186,82,240,131
174,3.jpg,/home/bartek/Workspace/isolators/data/main/images/3.jpg,240,160,isolator,47,54,87,67
175,3.jpg,/home/bartek/Workspace/isolators/data/main/images/3.jpg,240,160,isolator,109,67,123,111
176,3.jpg,/home/bartek/Workspace/isolators/data/main/images/3.jpg,240,160,isolator,128,84,141,128
177,64.jpg,/home/bartek/Workspace/isolators/data/main/images/64.jpg,800,590,isolator,215,37,316,108
178,64.jpg,/home/bartek/Workspace/isolators/data/main/images/64.jpg,800,590,isolator,460,49,564,117
179,64.jpg,/home/bartek/Workspace/isolators/data/main/images/64.jpg,800,590,isolator,201,219,309,290
180,64.jpg,/home/bartek/Workspace/isolators/data/main/images/64.jpg,800,590,isolator,460,240,565,305
181,64.jpg,/home/bartek/Workspace/isolators/data/main/images/64.jpg,800,590,isolator,187,399,297,471
182,64.jpg,/home/bartek/Workspace/isolators/data/main/images/64.jpg,800,590,isolator,454,418,564,488
183,64.jpg,/home/bartek/Workspace/isolators/data/main/images/64.jpg,800,590,gap,455,422,536,487
184,79.jpg,/home/bartek/Workspace/isolators/data/main/images/79.jpg,537,350,isolator,212,15,537,173
185,79.jpg,/home/bartek/Workspace/isolators/data/main/images/79.jpg,537,350,isolator,25,218,338,350
186,79.jpg,/home/bartek/Workspace/isolators/data/main/images/79.jpg,537,350,gap,214,16,351,129
